junc.id	all_n40	max
chr1:+:226065817-226071358	0.025	0.025
chr1:+:226070369-226070670	0.075	0.075
chr1:+:226070401-226070702	0	0
chr1:+:22636702-22637611	0.05	0.05
chr1:+:22636702-22638832	0.075	0.075
chr1:+:22637623-22638853	0	0
chr1:+:22639311-22639522	0	0
chr1:+:22639362-22639514	0	0
chr1:+:22647370-22647489	0.1	0.1
chr1:+:22647370-22647783	0.025	0.025
chr1:+:22647511-22647783	0	0
chr1:+:22647661-22647693	0	0
chr1:+:22647681-22647783	0.275	0.275
chr1:+:22659534-22660946	0.025	0.025
chr1:+:22660838-22661007	0	0
chr1:+:22660892-22660946	0.175	0.175
chr1:+:22661113-22661242	0.275	0.275
chr1:+:22661242-22661299	0.05	0.05
chr1:+:2280580-2280623	0	0
chr1:+:228082765-228097670	0.025	0.025
chr1:+:228082850-228097144	0	0
chr1:+:228088277-228088619	0	0
chr1:+:228097180-228097341	0.025	0.025
chr1:+:228097232-228097341	0.05	0.05
chr1:+:228098115-228098192	0.025	0.025
chr1:+:228098149-228098209	0.125	0.125
chr1:+:228098170-228098685	0.025	0.025
chr1:+:228098301-228098366	0.025	0.025
chr1:+:228098301-228098941	0.025	0.025
chr1:+:228140363-228141205	0	0
chr1:+:228144986-228145510	0	0
chr1:+:228145159-228145510	0	0
chr1:+:228146067-228146449	0.025	0.025
chr1:+:228146938-228147409	0.325	0.325
chr1:+:228147699-228148357	0.025	0.025
chr1:+:2281744-2281787	0.025	0.025
chr1:+:2281959-2282045	0.025	0.025
chr1:+:228487761-228487863	0.025	0.025
chr1:+:228489025-228493217	0	0
chr1:+:2292303-2292454	0	0
chr1:+:2295705-2295728	0.3	0.3
chr1:+:230084290-230178220	0	0
chr1:+:230255344-230261721	0	0
chr1:+:2304459-2306190	0	0
chr1:+:2308706-2308757	0.025	0.025
chr1:+:23692759-23693810	0.35	0.35
chr1:+:23693913-23694696	0.05	0.05
chr1:+:23693913-23694725	0.05	0.05
chr1:+:23693913-23695797	0	0
chr1:+:23694788-23695813	0.025	0.025
chr1:+:23694791-23695808	0.025	0.025
chr1:+:24643347-24645282	0	0
chr1:+:24645411-24645983	0	0
chr1:+:24649029-24650003	0	0
chr1:+:24652948-24652984	0.025	0.025
chr1:+:24653032-24654857	0	0
chr1:+:24653032-24654930	0	0
chr1:+:24655123-24655651	0	0
chr1:+:24661396-24662683	0	0
chr1:+:24749818-24750642	0	0
chr1:+:24776788-24776809	0.05	0.05
chr1:+:24797851-24814097	0.025	0.025
chr1:+:25340567-25342970	0	0
chr1:+:25800413-25801122	0	0
chr1:+:25809150-25809746	0	0
chr1:+:25813993-25814103	0	0
chr1:+:26472627-26474084	0	0
chr1:+:26474135-26474574	0.75	0.75
chr1:+:26474135-26474593	0.025	0.025
chr1:+:26474667-26475118	0.1	0.1
chr1:+:26924166-26934248	0.075	0.075
chr1:+:26924166-26942659	0	0
chr1:+:26934419-26941456	0.1	0.1
chr1:+:26941660-26941758	0.025	0.025
chr1:+:26942796-26942870	0	0
chr1:+:26943065-26943603	0.025	0.025
chr1:+:26943761-26945389	0	0
chr1:+:28236452-28237843	0	0
chr1:+:28738338-28768928	0.25	0.25
chr1:+:28746657-28746979	0	0
chr1:+:28753801-28754437	0	0
chr1:+:31413304-31415841	0.025	0.025
chr1:+:31415333-31415358	0	0
chr1:+:31418610-31423692	0	0
chr1:+:31419732-31419764	0	0
chr1:+:31419732-31419912	0.025	0.025
chr1:+:31424873-31425775	0	0
chr1:+:31425905-31426653	0	0
chr1:+:31425913-31426735	0.05	0.05
chr1:+:31426823-31427190	0	0
chr1:+:31426823-31427279	0.025	0.025
chr1:+:31426823-31427300	0.025	0.025
chr1:+:31426823-31428986	0.05	0.05
chr1:+:31426823-31429050	0.075	0.075
chr1:+:31427351-31428977	0.05	0.05
chr1:+:31429068-31429401	0.1	0.1
chr1:+:31429538-31431320	0.45	0.45
chr1:+:32014212-32014272	0.025	0.025
chr1:+:32017020-32017155	0	0
chr1:+:32018992-32019447	0	0
chr1:+:32033334-32037834	0	0
chr1:+:32043335-32043393	0	0
chr1:+:32108134-32126070	0.025	0.025
chr1:+:32108134-32139754	0	0
chr1:+:32108134-32148589	0	0
chr1:+:32108134-32154589	0.025	0.025
chr1:+:32126215-32154587	0.025	0.025
chr1:+:32139864-32154587	0.025	0.025
chr1:+:32148719-32154587	0	0
chr1:+:32152630-32175569	0.025	0.025
chr1:+:32175547-32175860	0	0
chr1:+:32175553-32175866	0	0
chr1:+:32175680-32176003	0.075	0.075
chr1:+:32175718-32176041	0.05	0.05
chr1:+:32179776-32180331	0.2	0.2
chr1:+:32179776-32181241	0	0
chr1:+:32180453-32180495	0	0
chr1:+:32181376-32184524	0	0
chr1:+:32181577-32184529	0	0
chr1:+:32181577-32187953	0.025	0.025
chr1:+:32181676-32184524	0	0
chr1:+:32188124-32190058	0.025	0.025
chr1:+:32188124-32190061	0	0
chr1:+:32194937-32195892	0	0
chr1:+:32194937-32196020	0.175	0.175
chr1:+:32231259-32231420	0	0
chr1:+:32231349-32231377	0.025	0.025
chr1:+:32324553-32326942	0	0
chr1:+:32330908-32331512	0.025	0.025
chr1:+:32331946-32332089	0	0
chr1:+:32332242-32332703	0.025	0.025
chr1:+:32652061-32657404	0	0
chr1:+:32652061-32657431	0.125	0.125
chr1:+:32656239-32656397	0	0
chr1:+:32657572-32668233	0	0
chr1:+:32657572-32668245	0	0
chr1:+:32668398-32668971	0	0
chr1:+:32672901-32673482	0	0
chr1:+:32672901-32679643	0	0
chr1:+:32673532-32674008	0	0
chr1:+:32676507-32679194	0	0
chr1:+:32763714-32767786	0.025	0.025
chr1:+:32767957-32768063	0.025	0.025
chr1:+:32767957-32768651	0.025	0.025
chr1:+:32768117-32768594	0.025	0.025
chr1:+:32768117-32768676	0.025	0.025
chr1:+:32768117-32768695	0	0
chr1:+:32768775-32770220	0	0
chr1:+:32770046-32770287	0.025	0.025
chr1:+:32770110-32770220	0.35	0.35
chr1:+:32770110-32770388	0	0
chr1:+:32772441-32772872	0	0
chr1:+:32773445-32773583	0.025	0.025
chr1:+:32773471-32773965	0	0
chr1:+:32773592-32773731	0.025	0.025
chr1:+:32773642-32773897	0.025	0.025
chr1:+:32773878-32773965	0	0
chr1:+:36224505-36259384	0	0
chr1:+:36224505-36282532	0.15	0.15
chr1:+:36258967-36259381	0	0
chr1:+:36260607-36261317	0	0
chr1:+:36287871-36289059	0	0
chr1:+:36291546-36292656	0.025	0.025
chr1:+:36294241-36296582	0.525	0.525
chr1:+:36296670-36300885	0.025	0.025
chr1:+:36300909-36300980	0.025	0.025
chr1:+:36301084-36301555	1	1
chr1:+:39028940-39034404	0	0
chr1:+:39034429-39034521	0	0
chr1:+:39334104-39334649	0.025	0.025
chr1:+:39347156-39349477	0	0
chr1:+:39347210-39349486	0.075	0.075
chr1:+:39349627-39350793	0	0
chr1:+:39349627-39350838	0.05	0.05
chr1:+:39358873-39359137	0	0
chr1:+:39358873-39359143	0	0
chr1:+:39361677-39368150	0.025	0.025
chr1:+:39368314-39370031	0.025	0.025
chr1:+:39368314-39370033	0.025	0.025
chr1:+:39368314-39370157	0	0
chr1:+:39368314-39372478	0	0
chr1:+:39380373-39385433	0.075	0.075
chr1:+:39387611-39387680	0	0
chr1:+:39387839-39388022	0	0
chr1:+:39411535-39411906	0	0
chr1:+:39424194-39427540	0	0
chr1:+:39428057-39428163	0	0
chr1:+:39428287-39429254	0.025	0.025
chr1:+:39430068-39430710	0	0
chr1:+:39432645-39433047	0.275	0.275
chr1:+:39432654-39433109	0	0
chr1:+:39432654-39434413	0.025	0.025
chr1:+:39434610-39435615	0.025	0.025
chr1:+:39434632-39435565	0	0
chr1:+:39438008-39439281	0	0
chr1:+:39438008-39439372	0	0
chr1:+:39438008-39439375	0	0
chr1:+:39444835-39447437	0	0
chr1:+:39448763-39451055	0.025	0.025
chr1:+:39452254-39452683	0.15	0.15
chr1:+:39452812-39453718	0	0
chr1:+:39458490-39459098	0.025	0.025
chr1:+:40061812-40064232	0.025	0.025
chr1:+:42683466-42696929	0	0
chr1:+:42693523-42696210	0.025	0.025
chr1:+:42693523-42696255	0.025	0.025
chr1:+:42693523-42696929	0	0
chr1:+:42693523-42697194	0	0
chr1:+:42696227-42696650	0	0
chr1:+:42696288-42696650	0.025	0.025
chr1:+:42696288-42696742	0.075	0.075
chr1:+:42696288-42696856	0	0
chr1:+:42696288-42696929	0.075	0.075
chr1:+:42697195-42700842	0.025	0.025
chr1:+:42697262-42700798	0.05	0.05
chr1:+:42700743-42700827	0.025	0.025
chr1:+:42701046-42701985	0.1	0.1
chr1:+:42702119-42702211	0.025	0.025
chr1:+:43531090-43538201	0.1	0.1
chr1:+:43531090-43545030	0	0
chr1:+:43532517-43538197	0.05	0.05
chr1:+:43536800-43538197	0.2	0.2
chr1:+:43536940-43538197	0	0
chr1:+:43537836-43538197	0.05	0.05
chr1:+:43537986-43538197	0.025	0.025
chr1:+:43538277-43553491	0.025	0.025
chr1:+:43545151-43553572	0	0
chr1:+:43552968-43553491	0	0
chr1:+:43553372-43553491	0.025	0.025
chr1:+:43559446-43560102	0	0
chr1:+:43559591-43560251	0	0
chr1:+:43559608-43559769	0	0
chr1:+:43559703-43559769	0	0
chr1:+:43559703-43559925	0	0
chr1:+:43559861-43559987	0.025	0.025
chr1:+:43559925-43559987	0.025	0.025
chr1:+:43559987-43560191	0	0
chr1:+:43559987-43560492	0	0
chr1:+:43569778-43574934	0.025	0.025
chr1:+:43574159-43578809	0	0
chr1:+:43578564-43578809	0	0
chr1:+:43578920-43583081	0.025	0.025
chr1:+:43586924-43587261	0.025	0.025
chr1:+:43589000-43590580	0	0
chr1:+:43590672-43590971	0	0
chr1:+:43591237-43591285	0.025	0.025
chr1:+:43591553-43591837	0	0
chr1:+:43591948-43592462	0.025	0.025
chr1:+:43591948-43592496	0	0
chr1:+:43597770-43597857	0	0
chr1:+:43597875-43603738	0.025	0.025
chr1:+:43598429-43598748	0.025	0.025
chr1:+:43602817-43603415	0	0
chr1:+:43603527-43603638	0	0
chr1:+:43603533-43603616	0.05	0.05
chr1:+:43603853-43603949	0.025	0.025
chr1:+:43605000-43605258	0.025	0.025
chr1:+:43606458-43606816	0.025	0.025
chr1:+:43606458-43617507	0	0
chr1:+:43606546-43606813	0.025	0.025
chr1:+:43606968-43609388	0.025	0.025
chr1:+:43618749-43619049	0.075	0.075
chr1:+:43619483-43619679	0	0
chr1:+:43619858-43620098	0	0
chr1:+:43619858-43620114	0.025	0.025
chr1:+:43620221-43620456	0.025	0.025
chr1:+:43620992-43621066	0	0
chr1:+:43621232-43621940	0.1	0.1
chr1:+:43975103-43976089	0	0
chr1:+:44776112-44776739	0.025	0.025
chr1:+:44776140-44776722	0.025	0.025
chr1:+:44776140-44776739	0.025	0.025
chr1:+:44776140-44777684	0.05	0.05
chr1:+:44776140-44777774	0.025	0.025
chr1:+:44776144-44776722	0.025	0.025
chr1:+:44776704-44776739	0.025	0.025
chr1:+:44776729-44777613	0	0
chr1:+:44776739-44777613	0.15	0.15
chr1:+:44776772-44777613	0.025	0.025
chr1:+:44777737-44778067	0.025	0.025
chr1:+:44777737-44778631	0.025	0.025
chr1:+:44778129-44778591	0.025	0.025
chr1:+:45552843-45553142	0	0
chr1:+:45561873-45566568	0	0
chr1:+:45606516-45606555	0.025	0.025
chr1:+:46303820-46309103	0	0
chr1:+:46303820-46310154	0.15	0.15
chr1:+:46305473-46305495	0	0
chr1:+:46305473-46305517	0	0
chr1:+:46309127-46316551	0	0
chr1:+:53039019-53050621	0.025	0.025
chr1:+:53039046-53047862	0.025	0.025
chr1:+:53039046-53047896	0.025	0.025
chr1:+:54200589-54209945	0	0
chr1:+:7962875-7965329	0.05	0.05
chr1:+:7962875-7969344	0	0
chr1:+:7969404-7970908	0	0
chr1:+:7970963-7984893	0	0
chr1:+:7977738-7984913	0	0
chr1:+:7977738-7984929	0	0
chr1:+:92832117-92833415	0.025	0.025
chr1:+:92833660-92834799	0.025	0.025
chr1:+:92833660-92840550	0	0
chr1:+:92834913-92836200	0.075	0.075
chr1:+:92834913-92836216	0.025	0.025
chr1:+:92834913-92836310	0.025	0.025
chr1:+:92834913-92836357	0.025	0.025
chr1:+:92834913-92837492	0	0
chr1:+:92835889-92836189	0	0
chr1:+:92836392-92837488	0	0
chr1:+:92836392-92841796	0.025	0.025
chr1:+:92836392-92841812	0.025	0.025
chr1:+:92836392-92841820	0	0
chr1:+:92837633-92839053	0	0
chr1:+:92837633-92840556	0.05	0.05
chr1:+:92837633-92840559	0.025	0.025
chr1:+:92837633-92840599	0	0
chr1:+:92837633-92841844	0.025	0.025
chr1:-:11069726-11070895	0	0
chr1:-:11082768-11087447	0	0
chr1:-:11087902-11088122	0	0
chr1:-:11090636-11091013	0	0
chr1:-:112701218-112702664	0	0
chr1:-:112703012-112703643	0	0
chr1:-:114717476-114717888	0.025	0.025
chr1:-:114718203-114718612	0	0
chr1:-:114718631-114718732	0.025	0.025
chr1:-:114718631-114719641	0.025	0.025
chr1:-:114718732-114719612	0.025	0.025
chr1:-:114719619-114725220	0	0
chr1:-:114720705-114739846	0	0
chr1:-:114725253-114726210	0.025	0.025
chr1:-:114730340-114732716	0	0
chr1:-:114730340-114732732	0.025	0.025
chr1:-:114730422-114730523	0	0
chr1:-:114732627-114732732	0	0
chr1:-:114734114-114734441	0.025	0.025
chr1:-:114736855-114737511	0	0
chr1:-:114738004-114739691	0	0
chr1:-:114738054-114739691	0.025	0.025
chr1:-:119914332-119914358	0.025	0.025
chr1:-:119915982-119916021	0	0
chr1:-:119916504-119919482	0	0
chr1:-:119919574-119920228	0	0
chr1:-:119930751-119931075	0	0
chr1:-:119935528-119941736	0.025	0.025
chr1:-:119940662-119941525	0.025	0.025
chr1:-:119941754-119950723	0	0
chr1:-:119948438-119953642	0.025	0.025
chr1:-:119953665-119955039	0	0
chr1:-:119965543-119967432	0	0
chr1:-:119967614-119968076	0	0
chr1:-:119969739-119986959	0	0
chr1:-:119987057-120005336	0.025	0.025
chr1:-:120029987-120032214	0	0
chr1:-:1218628-1218768	0	0
chr1:-:1218922-1223243	0.05	0.05
chr1:-:1220730-1223243	0.1	0.1
chr1:-:1223309-1223883	0.025	0.025
chr1:-:1228946-1231506	0.025	0.025
chr1:-:1353216-1353847	0	0
chr1:-:1353905-1354029	0	0
chr1:-:1354102-1354192	0.05	0.05
chr1:-:1354212-1354353	0.025	0.025
chr1:-:1354841-1355256	0.05	0.05
chr1:-:1355801-1356680	0	0
chr1:-:1355930-1356219	0	0
chr1:-:1373863-1374145	0.025	0.025
chr1:-:1374240-1374361	0	0
chr1:-:1387576-1387776	0.025	0.025
chr1:-:1388767-1388949	0	0
chr1:-:1389243-1389833	0	0
chr1:-:1389477-1390229	0	0
chr1:-:1390106-1390229	0	0
chr1:-:1390343-1390765	0.025	0.025
chr1:-:1390865-1391306	0.025	0.025
chr1:-:1391350-1391522	0.025	0.025
chr1:-:1392755-1393395	0	0
chr1:-:1392798-1393395	0.05	0.05
chr1:-:1395514-1398596	0.025	0.025
chr1:-:1398302-1398596	0	0
chr1:-:1398306-1398596	0	0
chr1:-:1398418-1398596	0.025	0.025
chr1:-:1402256-1402461	0	0
chr1:-:1403955-1404267	0	0
chr1:-:1404386-1404731	0	0
chr1:-:145925925-145926040	0.025	0.025
chr1:-:145994134-145994280	0.025	0.025
chr1:-:145994659-145994761	0	0
chr1:-:145994711-145994763	0.025	0.025
chr1:-:145994945-145996016	0	0
chr1:-:145995031-145995433	0.025	0.025
chr1:-:145995476-145996164	0.025	0.025
chr1:-:145996092-145996164	0.025	0.025
chr1:-:145996209-145996230	0.025	0.025
chr1:-:146156223-146156479	0	0
chr1:-:146197558-146197698	0	0
chr1:-:149811976-149812051	0.025	0.025
chr1:-:149812092-149812163	0.025	0.025
chr1:-:149812179-149812200	0.025	0.025
chr1:-:149887559-149887600	0	0
chr1:-:149926541-149926654	0.025	0.025
chr1:-:149926541-149927259	0.025	0.025
chr1:-:149926544-149926654	0.05	0.05
chr1:-:149926544-149927259	0.025	0.025
chr1:-:149926609-149927259	0	0
chr1:-:150267187-150267355	0	0
chr1:-:150267403-150267715	0	0
chr1:-:150570489-150571032	0	0
chr1:-:150571026-150572394	0	0
chr1:-:150572086-150572394	0.025	0.025
chr1:-:150573753-150574060	0.025	0.025
chr1:-:150574225-150574459	0.05	0.05
chr1:-:150576031-150576100	0	0
chr1:-:150576310-150576344	0.025	0.025
chr1:-:150576531-150577367	0	0
chr1:-:150577257-150577418	0.025	0.025
chr1:-:150577418-150578285	0.05	0.05
chr1:-:150578342-150578842	0.075	0.075
chr1:-:150578391-150578553	0.025	0.025
chr1:-:150578458-150578842	0.025	0.025
chr1:-:150579316-150579506	0	0
chr1:-:150622241-150622447	0.025	0.025
chr1:-:150625263-150625304	0	0
chr1:-:150625808-150627573	0	0
chr1:-:150627583-150629413	0	0
chr1:-:150747879-150750008	0	0
chr1:-:150750165-150751780	0	0
chr1:-:150799216-150799543	0.075	0.075
chr1:-:150799681-150804020	0	0
chr1:-:150804233-150805860	0	0
chr1:-:150965452-150965963	0	0
chr1:-:150966281-150966475	0.05	0.05
chr1:-:150966288-150966755	0	0
chr1:-:150966858-150967073	0.075	0.075
chr1:-:150966862-150967391	0	0
chr1:-:150967152-150967391	0	0
chr1:-:150967202-150967663	0.025	0.025
chr1:-:150967416-150967663	0	0
chr1:-:150967466-150967663	0.025	0.025
chr1:-:151053138-151053200	0.025	0.025
chr1:-:151053780-151054129	0	0
chr1:-:151054317-151055015	0	0
chr1:-:151055126-151055884	0	0
chr1:-:151055129-151055676	0.4	0.4
chr1:-:151055224-151055676	0	0
chr1:-:151056033-151056060	0	0
chr1:-:151056823-151059478	0	0
chr1:-:151057485-151057660	0	0
chr1:-:151185950-151190130	0	0
chr1:-:151364700-151364925	0.025	0.025
chr1:-:151365842-151366274	0	0
chr1:-:151365846-151366721	0	0
chr1:-:151369156-151369441	0.025	0.025
chr1:-:151369254-151369441	0	0
chr1:-:151369547-151369712	0	0
chr1:-:151369933-151372637	0	0
chr1:-:151369963-151372637	0	0
chr1:-:151761548-151761961	0	0
chr1:-:151762500-151763326	0	0
chr1:-:151986160-151993751	0.025	0.025
chr1:-:152032616-152032762	0.025	0.025
chr1:-:152032817-152033641	0.075	0.075
chr1:-:152032817-152033647	0.175	0.175
chr1:-:152033737-152036912	0.025	0.025
chr1:-:153390237-153390394	0	0
chr1:-:153534821-153535201	0.1	0.1
chr1:-:153534827-153535201	0.05	0.05
chr1:-:153535318-153535948	0	0
chr1:-:153543896-153544653	0	0
chr1:-:153543918-153544653	0.025	0.025
chr1:-:153544671-153544758	0	0
chr1:-:153544809-153545479	0	0
chr1:-:153607471-153607508	0.025	0.025
chr1:-:153607685-153607998	0.125	0.125
chr1:-:153608071-153612951	0.025	0.025
chr1:-:153608177-153612016	0	0
chr1:-:153608987-153609177	0	0
chr1:-:153614643-153614784	0	0
chr1:-:153614658-153614748	0	0
chr1:-:153614681-153614724	0.025	0.025
chr1:-:153614681-153614899	0	0
chr1:-:153614981-153615234	0.025	0.025
chr1:-:153615939-153616294	0.05	0.05
chr1:-:153619038-153625303	0.025	0.025
chr1:-:153625341-153626319	0	0
chr1:-:153626398-153626517	0	0
chr1:-:153626528-153627482	0.025	0.025
chr1:-:153626533-153627278	0.025	0.025
chr1:-:153662455-153662500	0	0
chr1:-:153664441-153668452	0	0
chr1:-:153665296-153665662	0.025	0.025
chr1:-:153668716-153668772	0	0
chr1:-:153670221-153670917	0	0
chr1:-:153959733-153959789	0.025	0.025
chr1:-:153959884-153959911	0.025	0.025
chr1:-:153962747-153963009	0	0
chr1:-:153975905-153976975	0.025	0.025
chr1:-:153975905-153977338	0	0
chr1:-:153976771-153976975	0	0
chr1:-:153977003-153977215	0.025	0.025
chr1:-:153977271-153977338	0	0
chr1:-:153977271-153977543	0	0
chr1:-:153977406-153977543	0.025	0.025
chr1:-:153982436-153982534	0	0
chr1:-:154156883-154156985	0	0
chr1:-:154156987-154157103	0	0
chr1:-:154157700-154170399	0.025	0.025
chr1:-:154170465-154170648	0.825	0.825
chr1:-:154170698-154172028	0.025	0.025
chr1:-:154173661-154176114	0	0
chr1:-:154176216-154182987	0.125	0.125
chr1:-:154176242-154182987	0.025	0.025
chr1:-:154176248-154182020	0	0
chr1:-:154207648-154212285	0	0
chr1:-:154209883-154210197	0	0
chr1:-:154211251-154211583	0	0
chr1:-:154212624-154220341	0.025	0.025
chr1:-:154213946-154219835	0	0
chr1:-:154213946-154220341	0	0
chr1:-:154214574-154220418	0.075	0.075
chr1:-:154219937-154220377	0.025	0.025
chr1:-:154219937-154220418	0.275	0.275
chr1:-:1543662-1543735	0	0
chr1:-:154582256-154584753	0.025	0.025
chr1:-:154582559-154584753	0.025	0.025
chr1:-:154582578-154582705	0.025	0.025
chr1:-:154582678-154582722	0	0
chr1:-:154583274-154583521	0	0
chr1:-:154583560-154583594	0.025	0.025
chr1:-:154584623-154584749	0.025	0.025
chr1:-:154585336-154585752	0.025	0.025
chr1:-:154586357-154588124	0	0
chr1:-:154586357-154590285	0.025	0.025
chr1:-:154586360-154588124	0	0
chr1:-:154588661-154589368	0.025	0.025
chr1:-:154589444-154589756	0.35	0.35
chr1:-:154589877-154589903	0.025	0.025
chr1:-:154596976-154597122	0.025	0.025
chr1:-:154597167-154597846	0.025	0.025
chr1:-:154597922-154598401	0.025	0.025
chr1:-:154597976-154598075	0	0
chr1:-:154598009-154598401	0.025	0.025
chr1:-:154598190-154598401	0	0
chr1:-:154598572-154601230	0.05	0.05
chr1:-:154598585-154601230	0.025	0.025
chr1:-:154600391-154600704	0	0
chr1:-:154600403-154600716	0	0
chr1:-:154601190-154601307	0.275	0.275
chr1:-:154601818-154601965	0.8	0.8
chr1:-:154602586-154607991	0	0
chr1:-:154929176-154936590	0	0
chr1:-:154961112-154961473	0	0
chr1:-:154962594-154963518	0.05	0.05
chr1:-:154963931-154964185	0.025	0.025
chr1:-:154963931-154964197	0.025	0.025
chr1:-:154966036-154966161	0.025	0.025
chr1:-:154966219-154966318	0	0
chr1:-:154966544-154967670	0	0
chr1:-:154967770-154967979	0	0
chr1:-:154968525-154968770	0	0
chr1:-:154968528-154968770	0	0
chr1:-:154969448-154974247	0	0
chr1:-:154970199-154973427	0.025	0.025
chr1:-:154974045-154974247	0.425	0.425
chr1:-:155140135-155140490	0	0
chr1:-:155169857-155173220	0	0
chr1:-:155172591-155172700	0.05	0.05
chr1:-:155172591-155172766	0	0
chr1:-:155172824-155173220	0	0
chr1:-:155185898-155186023	0	0
chr1:-:155186199-155186729	0	0
chr1:-:155186209-155187129	0.025	0.025
chr1:-:155187308-155188174	0	0
chr1:-:155187374-155188007	0	0
chr1:-:155187374-155188327	0	0
chr1:-:155187814-155188007	0.025	0.025
chr1:-:155187853-155188007	0.225	0.225
chr1:-:155188054-155188162	0	0
chr1:-:155188054-155188327	0.025	0.025
chr1:-:155188231-155188327	0.275	0.275
chr1:-:155188694-155191727	0.05	0.05
chr1:-:155188754-155191667	0.05	0.05
chr1:-:155188754-155191727	0	0
chr1:-:155188995-155191667	0	0
chr1:-:155189180-155190079	0	0
chr1:-:155189659-155190139	0.025	0.025
chr1:-:155190199-155191727	0	0
chr1:-:155190436-155191667	0.05	0.05
chr1:-:155190677-155191727	0.025	0.025
chr1:-:155191306-155191727	0.025	0.025
chr1:-:155192053-155192785	0	0
chr1:-:155192153-155192247	0	0
chr1:-:155192153-155192785	0	0
chr1:-:155192218-155192247	0.05	0.05
chr1:-:155192258-155192785	0.05	0.05
chr1:-:155192301-155192785	0.075	0.075
chr1:-:155192310-155192686	0.125	0.125
chr1:-:155915201-155915589	0.2	0.2
chr1:-:155915239-155915627	0	0
chr1:-:155915351-155915737	0	0
chr1:-:155915369-155915755	0	0
chr1:-:155915960-155916624	0	0
chr1:-:155916703-155917498	0.025	0.025
chr1:-:155919077-155919733	0	0
chr1:-:155921445-155921494	0.025	0.025
chr1:-:155921520-155921860	0.025	0.025
chr1:-:155921524-155921860	0.75	0.75
chr1:-:155925843-155927103	0	0
chr1:-:155929370-155929711	0	0
chr1:-:155929745-155933632	0.025	0.025
chr1:-:155929834-155933632	0	0
chr1:-:156009389-156009458	0	0
chr1:-:156009479-156009501	0.1	0.1
chr1:-:156015063-156018269	0	0
chr1:-:156041936-156042152	0	0
chr1:-:156042377-156042773	0	0
chr1:-:156042913-156048500	0	0
chr1:-:156044223-156045650	0	0
chr1:-:156051793-156053593	0.075	0.075
chr1:-:156249607-156249816	0	0
chr1:-:156250526-156250573	0.025	0.025
chr1:-:156259134-156260450	0	0
chr1:-:156263570-156264313	0	0
chr1:-:156264443-156265780	0	0
chr1:-:156265994-156266161	0	0
chr1:-:156266347-156277966	0	0
chr1:-:156266380-156267469	0.125	0.125
chr1:-:156268415-156273360	0.05	0.05
chr1:-:156272398-156272572	0	0
chr1:-:156273450-156273563	0	0
chr1:-:156273648-156274596	0	0
chr1:-:156277203-156277966	0.025	0.025
chr1:-:156279034-156281792	0	0
chr1:-:156281924-156282606	0	0
chr1:-:156311188-156312040	0	0
chr1:-:156317241-156317439	0	0
chr1:-:156321001-156324971	0.025	0.025
chr1:-:1563273-1563591	0	0
chr1:-:156333582-156334867	0.025	0.025
chr1:-:156334908-156335826	0	0
chr1:-:156700613-156700873	0	0
chr1:-:156700613-156700921	0.075	0.075
chr1:-:156701013-156705376	0	0
chr1:-:156737534-156737730	0.025	0.025
chr1:-:156738438-156738543	0	0
chr1:-:156738585-156738706	0.025	0.025
chr1:-:156743060-156743094	0	0
chr1:-:156743272-156743801	0.025	0.025
chr1:-:156743809-156744162	0.025	0.025
chr1:-:156743857-156744162	0	0
chr1:-:156744339-156745007	0.05	0.05
chr1:-:159918269-159919793	0	0
chr1:-:159918434-159918762	0	0
chr1:-:159918788-159918875	0.025	0.025
chr1:-:159918941-159919660	0	0
chr1:-:159919371-159919660	0.05	0.05
chr1:-:159919748-159919772	0.025	0.025
chr1:-:159920498-159925449	0.05	0.05
chr1:-:159920537-159923191	0.025	0.025
chr1:-:159920537-159924456	0	0
chr1:-:160999742-160999875	0	0
chr1:-:161016077-161016216	0	0
chr1:-:161038634-161038879	0.25	0.25
chr1:-:161071367-161071393	0.025	0.025
chr1:-:161072462-161074629	0	0
chr1:-:161072885-161073157	0.025	0.025
chr1:-:161073795-161074610	0	0
chr1:-:161074376-161074610	0.125	0.125
chr1:-:161076475-161076697	0	0
chr1:-:161100853-161102047	0.05	0.05
chr1:-:161102375-161110563	0	0
chr1:-:161542469-161542515	0	0
chr1:-:161542614-161542858	0.025	0.025
chr1:-:165665096-165667364	0.025	0.025
chr1:-:165768244-165768758	0.125	0.125
chr1:-:16975295-16975642	0.025	0.025
chr1:-:16975413-16975437	0	0
chr1:-:16975681-16976500	0	0
chr1:-:16976539-16976707	0.025	0.025
chr1:-:16976765-16976896	0.05	0.05
chr1:-:17024074-17027759	0	0
chr1:-:17028736-17029418	0	0
chr1:-:17075823-17082544	0	0
chr1:-:17076296-17100743	0	0
chr1:-:17083830-17084598	0.025	0.025
chr1:-:17092533-17093488	0	0
chr1:-:17095968-17102986	0	0
chr1:-:17408656-17408979	0.05	0.05
chr1:-:17408735-17408979	0.025	0.025
chr1:-:17409156-17409973	0.025	0.025
chr1:-:17409160-17409973	0.125	0.125
chr1:-:17410051-17413540	0	0
chr1:-:17412185-17413072	0	0
chr1:-:17421217-17421515	0	0
chr1:-:17422836-17429105	0.025	0.025
chr1:-:17438522-17439084	0	0
chr1:-:1786450-1786934	0.2	0.2
chr1:-:1787053-1787325	0.725	0.725
chr1:-:1787365-1789105	0	0
chr1:-:1787600-1789052	0	0
