chr	source	start	end	strand	enst	symbol	ensg
9	havana	19376285	19380198	-	ENST00000315377	RPS6	ENSG00000137154
9	ensembl_havana	124257949	124353307	+	ENST00000320246	NEK6	ENSG00000119408
9	ensembl_havana	124353465	124415442	-	ENST00000259457	PSMB7	ENSG00000136930
9	ensembl_havana	89311195	89316703	+	ENST00000314355	CKS2	ENSG00000123975
9	ensembl_havana	99222282	99230615	+	ENST00000223641	SEC61B	ENSG00000106803
9	havana	93452384	93532589	+	ENST00000446420	FAM120A	ENSG00000048828
9	havana	93532155	93564765	+	ENST00000427765	FAM120A	ENSG00000048828
9	ensembl_havana	129111415	129148946	+	ENST00000393370	PTPA	ENSG00000119383
9	ensembl_havana	129827290	129835275	-	ENST00000372447	C9orf78	ENSG00000136819
9	havana	121268162	121332842	+	ENST00000432226	GSN	ENSG00000148180
9	havana	128273640	128276021	-	ENST00000490628	GOLGA2	ENSG00000167110
9	ensembl_havana	97983341	98015943	+	ENST00000339399	ANP32B	ENSG00000136938
9	ensembl_havana	98056732	98083077	+	ENST00000210444	NANS	ENSG00000095380
9	ensembl_havana	98084353	98119222	-	ENST00000341469	TRIM14	ENSG00000106785
9	ensembl_havana	128552558	128633662	+	ENST00000372731	SPTAN1	ENSG00000197694
9	havana	83968441	83980630	-	ENST00000704012	HNRNPK	ENSG00000165119
9	havana	83968909	83980250	-	ENST00000360384	HNRNPK	ENSG00000165119
9	havana	83969162	83980246	-	ENST00000457156	HNRNPK	ENSG00000165119
9	havana	83973292	83975770	-	ENST00000376256	HNRNPK	ENSG00000165119
9	ensembl_havana	36190921	36212059	+	ENST00000345519	CLTA	ENSG00000122705
9	ensembl_havana	134641803	134844843	+	ENST00000371817	COL5A1	ENSG00000130635
9	ensembl_havana	131394053	131500171	+	ENST00000684596	PRRC2B	ENSG00000288701
9	havana	131455143	131470791	+	ENST00000684736	PRRC2B	ENSG00000288701
9	ensembl_havana	33110642	33167336	-	ENST00000379731	B4GALT1	ENSG00000086062
9	ensembl_havana	33255026	33264571	-	ENST00000379704	BAG1	ENSG00000107262
9	ensembl_havana	33265049	33282070	+	ENST00000223500	CHMP5	ENSG00000086065
9	ensembl_havana	35696948	35732195	-	ENST00000314888	TLN1	ENSG00000137076
11	ensembl_havana	34438934	34472060	+	ENST00000241052	CAT	ENSG00000121691
11	havana	32583834	32602823	+	ENST00000524896	EIF3M	ENSG00000149100
11	ensembl_havana	59574398	59615774	-	ENST00000263847	OSBP	ENSG00000110048
11	ensembl_havana	61964285	61967634	-	ENST00000273550	FTH1	ENSG00000167996
11	havana	61964566	61967631	-	ENST00000532829	FTH1	ENSG00000167996
11	havana	61964566	61967633	-	ENST00000534180	FTH1	ENSG00000167996
11	havana	61964585	61967607	-	ENST00000526640	FTH1	ENSG00000167996
11	havana	61964989	61967631	-	ENST00000529548	FTH1	ENSG00000167996
11	ensembl	61964566	61967631	-	ENST00000620041	FTH1	ENSG00000167996
11	ensembl_havana	58579063	58621550	+	ENST00000316059	ZFP91	ENSG00000186660
11	ensembl_havana	62515902	62546806	-	ENST00000378024	AHNAK	ENSG00000124942
11	ensembl_havana	62559596	62573891	-	ENST00000329251	EEF1G	ENSG00000254772
11	ensembl_havana	60890547	60906585	-	ENST00000227524	PRPF19	ENSG00000110107
11	ensembl_havana	62270158	62273160	+	ENST00000227918	SCGB2A2	ENSG00000110484
11	ensembl_havana	59806140	59810778	-	ENST00000300151	MRPL16	ENSG00000166902
11	ensembl_havana	67119263	67258082	+	ENST00000529006	KDM2A	ENSG00000173120
11	ensembl_havana	102396332	102452765	-	ENST00000398136	TMEM123	ENSG00000152558
11	havana	102398856	102451231	-	ENST00000528969	TMEM123	ENSG00000152558
11	havana	77618533	77637776	-	ENST00000528364	CLNS1A	ENSG00000074201
11	ensembl_havana	123057489	123062136	-	ENST00000534624	HSPA8	ENSG00000109971
11	ensembl_havana	125592867	125620888	+	ENST00000531491	STT3A	ENSG00000134910
11	ensembl_havana	125569477	125584684	+	ENST00000278903	EI24	ENSG00000149547
11	havana	75399518	75405692	+	ENST00000528439	RPS3	ENSG00000149273
11	havana	75399519	75405692	+	ENST00000530721	RPS3	ENSG00000149273
11	havana	75399530	75405692	+	ENST00000532872	RPS3	ENSG00000149273
11	havana	75399531	75405680	+	ENST00000534440	RPS3	ENSG00000149273
11	havana	75399537	75404868	+	ENST00000526608	RPS3	ENSG00000149273
11	havana	75399542	75404109	+	ENST00000527273	RPS3	ENSG00000149273
11	havana	75399543	75404994	+	ENST00000524851	RPS3	ENSG00000149273
11	havana	75399557	75405692	+	ENST00000526248	RPS3	ENSG00000149273
11	havana	75400692	75405692	+	ENST00000525690	RPS3	ENSG00000149273
11	ensembl_havana	75562253	75572783	+	ENST00000358171	SERPINH1	ENSG00000149257
11	ensembl_havana	64244479	64246943	-	ENST00000309318	PPP1R14B	ENSG00000173457
11	havana	64244480	64246193	-	ENST00000392210	PPP1R14B	ENSG00000173457
11	ensembl_havana	64318121	64321811	+	ENST00000265462	PRDX5	ENSG00000126432
11	ensembl_havana	65014160	65022184	+	ENST00000246747	ARL2	ENSG00000213465
11	ensembl_havana	5225464	5227071	-	ENST00000335295	HBB	ENSG00000244734
11	ensembl_havana	747464	765012	+	ENST00000319006	TALDO1	ENSG00000177156
11	ensembl_havana	809967	812876	+	ENST00000321153	RPLP2	ENSG00000177600
11	ensembl_havana	832952	838831	+	ENST00000397420	CD151	ENSG00000177697
11	ensembl_havana	839721	842529	-	ENST00000322028	POLR2L	ENSG00000177700
11	ensembl_havana	32091074	32105722	+	ENST00000054950	RCN1	ENSG00000049449
11	ensembl_havana	63974620	63976543	+	ENST00000314133	COX8A	ENSG00000176340
11	ensembl_havana	64186171	64204543	+	ENST00000305218	STIP1	ENSG00000168439
11	ensembl_havana	1853084	1892263	+	ENST00000311604	LSP1	ENSG00000130592
11	ensembl_havana	72097292	72103297	-	ENST00000278671	LAMTOR1	ENSG00000149357
11	ensembl_havana	46277662	46321409	+	ENST00000621158	CREB3L1	ENSG00000157613
11	ensembl_havana	65919426	65921563	+	ENST00000312515	DRAP1	ENSG00000175550
11	ensembl_havana	66002503	66004149	+	ENST00000312175	BANF1	ENSG00000175334
11	ensembl_havana	66052364	66069308	+	ENST00000322535	SF3B2	ENSG00000087365
11	havana	66060691	66068878	+	ENST00000530981	SF3B2	ENSG00000087365
11	ensembl_havana	66268639	66277492	+	ENST00000311481	RAB1B	ENSG00000174903
11	ensembl_havana	66070272	66244744	+	ENST00000320580	PACS1	ENSG00000175115
11	ensembl_havana	61788949	61792599	-	ENST00000537328	TMEM258	ENSG00000134825
11	ensembl_havana	117144287	117171045	+	ENST00000527958	PAFAH1B2	ENSG00000168092
11	ensembl_havana	117201750	117204776	+	ENST00000530649	TAGLN	ENSG00000149591
11	ensembl_havana	57299642	57324952	-	ENST00000358252	TNKS1BP1	ENSG00000149115
11	ensembl_havana	57325988	57335892	-	ENST00000278412	SSRP1	ENSG00000149136
11	ensembl_havana	64241095	64244132	+	ENST00000309366	FKBP2	ENSG00000173486
11	ensembl_havana	68891278	68903832	-	ENST00000362034	MRPL21	ENSG00000197345
11	ensembl_havana	73675638	73761074	-	ENST00000336083	RAB6A	ENSG00000175582
11	ensembl_havana	14504876	14520386	-	ENST00000396394	PSMA1	ENSG00000129084
11	havana	44932348	44950883	-	ENST00000525680	TP53I11	ENSG00000175274
11	havana	114296423	114298327	+	ENST00000546313	NNMT	ENSG00000166741
11	havana	114297363	114312516	+	ENST00000541754	NNMT	ENSG00000166741
11	havana	14457512	14499811	-	ENST00000439561	COPB1	ENSG00000129083
11	ensembl_havana	63536808	63546458	+	ENST00000255688	PLAAT4	ENSG00000133321
11	ensembl_havana	63624087	63671376	-	ENST00000398868	ATL3	ENSG00000184743
11	havana	63681500	63759885	+	ENST00000537981	RTN3	ENSG00000133318
11	ensembl_havana	62761580	62766710	+	ENST00000301788	POLR2G	ENSG00000168002
11	ensembl_havana	62792130	62805440	-	ENST00000294172	NXF1	ENSG00000162231
11	ensembl_havana	57668114	57701182	+	ENST00000287169	ZDHHC5	ENSG00000156599
11	ensembl_havana	73872667	73876846	-	ENST00000355693	COA4	ENSG00000181924
11	havana	67398183	67401858	-	ENST00000376745	PPP1CA	ENSG00000172531
11	ensembl	67438048	67443821	-	ENST00000393893	CORO1B	ENSG00000172725
11	ensembl_havana	126262938	126268895	-	ENST00000332118	SRPRA	ENSG00000182934
11	havana	7987340	7996167	+	ENST00000531329	EIF3F	ENSG00000175390
11	ensembl_havana	88293592	88337736	-	ENST00000227266	CTSC	ENSG00000109861
11	ensembl_havana	1752755	1763927	-	ENST00000236671	CTSD	ENSG00000117984
11	havana	1752788	1755247	-	ENST00000637937	CTSD	ENSG00000117984
11	havana	47354860	47378547	-	ENST00000378538	SPI1	ENSG00000066336
11	ensembl_havana	47579074	47584562	+	ENST00000263774	NDUFS3	ENSG00000213619
11	ensembl_havana	47716494	47767341	-	ENST00000263773	FNBP4	ENSG00000109920
11	havana	47731284	47732182	-	ENST00000529156	FNBP4	ENSG00000109920
11	havana	47731840	47767286	-	ENST00000534003	FNBP4	ENSG00000109920
11	ensembl_havana	57528464	57530754	-	ENST00000257245	TIMM10	ENSG00000134809
11	ensembl_havana	57551662	57567672	-	ENST00000287156	UBE2L6	ENSG00000156587
11	ensembl_havana	57712593	57740973	+	ENST00000278422	TMX2	ENSG00000213593
11	ensembl_havana	57597685	57614848	+	ENST00000278407	SERPING1	ENSG00000149131
11	ensembl_havana	73974672	73982843	-	ENST00000663595	UCP2	ENSG00000175567
11	havana	64237127	64238787	+	ENST00000543462	VEGFB	ENSG00000173511
11	ensembl_havana	65854673	65858180	-	ENST00000308162	CFL1	ENSG00000172757
11	ensembl_havana	60914158	60923443	+	ENST00000227525	TMEM109	ENSG00000110108
11	ensembl_havana	3826978	3840959	-	ENST00000351018	RHOG	ENSG00000177105
11	ensembl_havana	70398529	70436575	+	ENST00000301843	CTTN	ENSG00000085733
11	havana	70407353	70420253	+	ENST00000415461	CTTN	ENSG00000085733
11	havana	70421596	70425401	+	ENST00000525852	CTTN	ENSG00000085733
11	havana	82824367	82901673	-	ENST00000680524	PRCP	ENSG00000137509
11	havana	310944	314356	+	ENST00000680310	IFITM1	ENSG00000185885
11	havana	311840	314356	+	ENST00000680870	IFITM1	ENSG00000185885
11	ensembl_havana	314040	315272	+	ENST00000408968	IFITM1	ENSG00000185885
11	havana	319676	320841	-	ENST00000679382	IFITM3	ENSG00000142089
11	ensembl_havana	319676	320860	-	ENST00000399808	IFITM3	ENSG00000142089
11	havana	320565	329475	-	ENST00000681748	IFITM3	ENSG00000142089
11	havana	78072864	78079861	-	ENST00000528164	NDUFC2	ENSG00000151366
11	ensembl_havana	130159782	130210362	+	ENST00000278742	ST14	ENSG00000149418
11	ensembl_havana	9384652	9448127	+	ENST00000379719	IPO7	ENSG00000205339
11	ensembl_havana	61299451	61333105	-	ENST00000301764	DDB1	ENSG00000167986
11	havana	61402729	61429975	-	ENST00000439958	CPSF7	ENSG00000149532
11	ensembl_havana	62593214	62601865	-	ENST00000278823	MTA2	ENSG00000149480
11	ensembl_havana	62624829	62646613	-	ENST00000356638	GANAB	ENSG00000089597
11	ensembl_havana	62662817	62665210	-	ENST00000524958	C11orf98	ENSG00000278615
11	havana	62665336	62665711	+	ENST00000594728	CSKMT	ENSG00000214756
11	ensembl_havana	62676500	62679073	-	ENST00000301935	UBXN1	ENSG00000162191
11	havana	62690275	62727384	-	ENST00000403734	HNRNPUL2-BSCL2	ENSG00000234857
11	ensembl_havana	62712630	62727457	-	ENST00000301785	HNRNPUL2	ENSG00000214753
11	havana	47418769	47426266	-	ENST00000602866	PSMC3	ENSG00000165916
11	ensembl_havana	72754729	72793657	-	ENST00000543304	STARD10	ENSG00000214530
11	ensembl_havana	104942866	104968574	-	ENST00000444739	CASP4	ENSG00000196954
11	ensembl_havana	119015717	119018343	-	ENST00000527673	RPS25	ENSG00000118181
11	ensembl_havana	119308529	119317130	-	ENST00000264036	MCAM	ENSG00000076706
11	ensembl_havana	67266473	67286556	+	ENST00000308595	GRK2	ENSG00000173020
11	ensembl_havana	67506497	67508162	-	ENST00000301488	CDK2AP2	ENSG00000167797
11	ensembl_havana	67583812	67586653	+	ENST00000398606	GSTP1	ENSG00000084207
11	ensembl_havana	67606936	67612554	+	ENST00000322776	NDUFV1	ENSG00000167792
11	ensembl_havana	6612768	6619422	-	ENST00000299427	TPP1	ENSG00000166340
11	ensembl_havana	61828300	61867354	+	ENST00000278840	FADS2	ENSG00000134824
11	ensembl_havana	64316460	64317559	-	ENST00000544844	TRMT112	ENSG00000173113
11	ensembl_havana	66638698	66646468	+	ENST00000398692	RBM4	ENSG00000173933
11	havana	57793386	57797163	+	ENST00000682814	CTNND1	ENSG00000198561
11	ensembl_havana	18480311	18526942	-	ENST00000251968	TSG101	ENSG00000074319
11	havana	8682788	8685415	+	ENST00000531978	RPL27A	ENSG00000166441
11	havana	8682789	8685847	+	ENST00000524496	RPL27A	ENSG00000166441
11	havana	8682792	8685848	+	ENST00000532359	RPL27A	ENSG00000166441
11	havana	8682810	8685848	+	ENST00000530022	RPL27A	ENSG00000166441
11	havana	8683201	8685848	+	ENST00000526562	RPL27A	ENSG00000166441
11	havana	60178171	60183083	-	ENST00000530179	MS4A6A	ENSG00000110077
11	ensembl_havana	17074388	17077667	-	ENST00000525634	RPS13	ENSG00000110700
11	ensembl_havana	65576053	65592650	+	ENST00000309295	EHBP1L1	ENSG00000173442
11	ensembl_havana	118747763	118791164	-	ENST00000534980	DDX6	ENSG00000110367
11	ensembl_havana	118572409	118603033	+	ENST00000264028	ARCN1	ENSG00000095139
11	ensembl_havana	72002864	72080542	-	ENST00000393695	NUMA1	ENSG00000137497
11	ensembl	72002865	72035987	-	ENST00000620566	NUMA1	ENSG00000137497
11	havana	72005286	72013312	-	ENST00000545721	NUMA1	ENSG00000137497
11	ensembl_havana	236976	252984	+	ENST00000532097	PSMD13	ENSG00000185627
11	havana	57741491	57743550	+	ENST00000534355	SELENOH	ENSG00000211450
11	havana	46381669	46383801	+	ENST00000395566	MDK	ENSG00000110492
11	ensembl_havana	35139170	35229468	+	ENST00000415148	CD44	ENSG00000026508
11	ensembl_havana	35139171	35232402	+	ENST00000263398	CD44	ENSG00000026508
11	havana	35176662	35190429	+	ENST00000531118	CD44	ENSG00000026508
11	havana	35219344	35229789	+	ENST00000525469	CD44	ENSG00000026508
11	ensembl_havana	307816	309395	+	ENST00000616316	IFITM2	ENSG00000185201
11	havana	308106	309397	+	ENST00000399817	IFITM2	ENSG00000185201
11	havana	6610845	6612189	-	ENST00000527248	TAF10	ENSG00000166337
11	havana	119419073	119423172	-	ENST00000528295	THY1	ENSG00000154096
11	ensembl_havana	69641156	69654474	+	ENST00000227507	CCND1	ENSG00000110092
11	havana	118896136	118925926	-	ENST00000683865	BCL9L	ENSG00000186174
11	havana	83157160	83158879	+	ENST00000624931	PCF11	ENSG00000165494
11	ensembl_havana	118401606	118409847	+	ENST00000300688	ATP5MG	ENSG00000167283
11	havana	118401633	118409199	+	ENST00000529460	ATP5MG	ENSG00000167283
11	ensembl_havana	65120630	65122134	-	ENST00000529639	FAU	ENSG00000149806
11	ensembl_havana	65181928	65212006	+	ENST00000279247	CAPN1	ENSG00000014216
11	havana	16738658	16755055	+	ENST00000528634	C11orf58	ENSG00000110696
11	havana	16738658	16755067	+	ENST00000525684	C11orf58	ENSG00000110696
11	ensembl_havana	68030681	68036644	+	ENST00000313468	NDUFS8	ENSG00000110717
11	ensembl_havana	68261338	68271973	-	ENST00000304271	C11orf24	ENSG00000171067
11	ensembl_havana	130069894	130143806	+	ENST00000528499	APLP2	ENSG00000084234
11	ensembl_havana	130069894	130144805	+	ENST00000338167	APLP2	ENSG00000084234
11	havana	5689697	5698406	+	ENST00000425490	TRIM22	ENSG00000132274
11	ensembl_havana	2377310	2397397	+	ENST00000263645	CD81	ENSG00000110651
11	havana	62880896	62881290	+	ENST00000541372	SLC3A2	ENSG00000168003
11	havana	74949261	74977156	+	ENST00000530257	SPCS2	ENSG00000118363
11	havana	74949265	74977087	+	ENST00000532972	SPCS2	ENSG00000118363
11	havana	74949271	74965169	+	ENST00000527290	SPCS2	ENSG00000118363
11	ensembl_havana	2944431	2992377	-	ENST00000620138	NAP1L4	ENSG00000205531
11	ensembl_havana	33256672	33353568	+	ENST00000525975	HIPK3	ENSG00000110422
11	havana	34052055	34076429	+	ENST00000534825	CAPRIN1	ENSG00000135387
11	ensembl_havana	34052210	34100464	+	ENST00000532820	CAPRIN1	ENSG00000135387
11	havana	34052981	34099514	+	ENST00000529307	CAPRIN1	ENSG00000135387
11	ensembl_havana	10797054	10808926	-	ENST00000339995	EIF4G2	ENSG00000110321
11	ensembl_havana	10797170	10808708	-	ENST00000396525	EIF4G2	ENSG00000110321
11	havana	10800092	10801015	-	ENST00000531180	EIF4G2	ENSG00000110321
11	ensembl_havana	128458765	128522310	-	ENST00000319397	ETS1	ENSG00000134954
11	havana	33709470	33736422	-	ENST00000426650	CD59	ENSG00000085063
11	ensembl_havana	33709996	33736479	-	ENST00000351554	CD59	ENSG00000085063
11	havana	18394560	18402891	+	ENST00000543445	LDHA	ENSG00000134333
11	ensembl_havana	18394562	18407667	+	ENST00000430553	LDHA	ENSG00000134333
11	havana	18394563	18407642	+	ENST00000545215	LDHA	ENSG00000134333
11	havana	18396278	18407847	+	ENST00000379412	LDHA	ENSG00000134333
11	ensembl_havana	64764606	64778542	-	ENST00000377390	SF1	ENSG00000168066
11	havana	64764606	64778747	-	ENST00000227503	SF1	ENSG00000168066
11	havana	64768171	64769669	-	ENST00000489544	SF1	ENSG00000168066
11	havana	64769278	64770639	-	ENST00000486960	SF1	ENSG00000168066
11	havana	64776046	64778763	-	ENST00000463343	SF1	ENSG00000168066
11	ensembl_havana	46677080	46700619	-	ENST00000311956	ARHGAP1	ENSG00000175220
11	ensembl_havana	85957684	86069059	-	ENST00000532317	PICALM	ENSG00000073921
11	havana	85958818	86001158	-	ENST00000529760	PICALM	ENSG00000073921
11	ensembl_havana	86800542	86811233	+	ENST00000280258	PRSS23	ENSG00000150687
11	havana	63986438	63998412	+	ENST00000538426	OTUB1	ENSG00000167770
10	ensembl_havana	12196188	12250589	+	ENST00000281141	CDC123	ENSG00000151465
10	ensembl_havana	3775996	3785209	-	ENST00000497571	KLF6	ENSG00000067082
10	ensembl_havana	7788177	7807801	+	ENST00000356708	ATP5F1C	ENSG00000165629
10	ensembl_havana	21756548	22003730	-	ENST00000376980	DNAJC1	ENSG00000136770
10	ensembl_havana	19816239	20280357	+	ENST00000377242	PLXDC2	ENSG00000120594
10	havana	16593313	16817463	-	ENST00000377911	RSU1	ENSG00000148484
10	ensembl_havana	32009015	32056425	-	ENST00000302418	KIF5B	ENSG00000170759
10	havana	80155588	80158018	-	ENST00000463340	ANXA11	ENSG00000122359
10	ensembl	80155124	80172871	-	ENST00000265447	ANXA11	ENSG00000122359
10	ensembl_havana	93306429	93482334	-	ENST00000359263	MYOF	ENSG00000138119
10	ensembl_havana	100347233	100364826	+	ENST00000370355	SCD	ENSG00000099194
10	ensembl_havana	44976128	44978809	-	ENST00000298295	DEPP1	ENSG00000165507
10	ensembl_havana	104254892	104267455	+	ENST00000369713	GSTO1	ENSG00000148834
10	ensembl_havana	119033670	119080817	-	ENST00000369144	EIF3A	ENSG00000107581
10	ensembl_havana	97426191	97433444	+	ENST00000334828	PGAM1	ENSG00000171314
10	ensembl_havana	124397303	124418923	-	ENST00000368845	OAT	ENSG00000065154
10	havana	122458551	122514894	+	ENST00000648167	HTRA1	ENSG00000166033
10	havana	122506691	122514907	+	ENST00000420892	HTRA1	ENSG00000166033
10	ensembl_havana	96518110	96587012	-	ENST00000371142	TM9SF3	ENSG00000077147
10	ensembl_havana	119167720	119178812	-	ENST00000298510	PRDX3	ENSG00000165672
10	ensembl	116900312	117005577	-	ENST00000392903	SHTN1	ENSG00000187164
10	havana	123154415	123165365	+	ENST00000368858	BUB3	ENSG00000154473
10	ensembl_havana	119499817	119542719	-	ENST00000369103	RGS10	ENSG00000148908
10	ensembl_havana	102479229	102502712	-	ENST00000369905	ACTR1A	ENSG00000138107
10	ensembl_havana	73911132	73917494	+	ENST00000372764	PLAU	ENSG00000122861
10	ensembl_havana	73998116	74120169	+	ENST00000211998	VCL	ENSG00000035403
10	havana	5446609	5452897	+	ENST00000486354	NET1	ENSG00000173848
10	ensembl_havana	5446611	5458463	+	ENST00000380359	NET1	ENSG00000173848
10	ensembl_havana	5498697	5499570	-	ENST00000380332	CALML5	ENSG00000178372
10	ensembl_havana	5765223	5813434	-	ENST00000380191	GDI2	ENSG00000057608
10	ensembl_havana	103389050	103396466	-	ENST00000309579	ATP5MK	ENSG00000173915
10	ensembl_havana	69088103	69104805	+	ENST00000242465	SRGN	ENSG00000122862
10	ensembl_havana	102644479	102658318	+	ENST00000643721	TRIM8	ENSG00000171206
10	ensembl_havana	45972489	46003742	+	ENST00000580018	TIMM23	ENSG00000265354
10	ensembl_havana	69451465	69507666	+	ENST00000373290	TSPAN15	ENSG00000099282
10	havana	70150204	70163031	-	ENST00000373238	SAR1A	ENSG00000079332
10	ensembl_havana	70202835	70233429	-	ENST00000373232	PPA1	ENSG00000180817
10	ensembl_havana	102106489	102120368	-	ENST00000673968	LDB1	ENSG00000198728
10	ensembl_havana	72273924	72276036	+	ENST00000307365	DDIT4	ENSG00000168209
10	ensembl_havana	86435256	86521792	-	ENST00000298767	WAPL	ENSG00000062650
10	ensembl_havana	95605941	95656711	-	ENST00000371224	ALDH18A1	ENSG00000059573
10	ensembl_havana	89213572	89251775	-	ENST00000336233	LIPA	ENSG00000107798
10	havana	100523740	100529871	-	ENST00000299166	NDUFB8	ENSG00000166136
10	ensembl_havana	133362485	133373354	-	ENST00000368547	ECHS1	ENSG00000127884
10	ensembl_havana	46005088	46030623	-	ENST00000581486	NCOA4	ENSG00000266412
10	ensembl_havana	101784450	101818444	-	ENST00000361464	OGA	ENSG00000198408
10	havana	101797046	101818418	-	ENST00000370094	OGA	ENSG00000198408
10	ensembl_havana	86968482	86970915	+	ENST00000372013	ADIRF	ENSG00000148671
10	ensembl_havana	70404145	70428618	+	ENST00000373218	EIF4EBP2	ENSG00000148730
10	ensembl_havana	87050202	87094843	-	ENST00000277865	GLUD1	ENSG00000148672
10	ensembl_havana	43386022	43409166	-	ENST00000337970	HNRNPF	ENSG00000169813
10	ensembl_havana	70883510	70888565	-	ENST00000299299	PCBD1	ENSG00000166228
10	havana	44377067	44385097	-	ENST00000343575	CXCL12	ENSG00000107562
10	havana	68332117	68338675	+	ENST00000467249	HNRNPH3	ENSG00000096746
10	ensembl_havana	79068966	79316519	+	ENST00000334512	ZMIZ1	ENSG00000108175
10	havana	71816298	71851251	-	ENST00000394936	PSAP	ENSG00000197746
10	havana	71819751	71822205	-	ENST00000493143	PSAP	ENSG00000197746
10	havana	71819816	71828134	-	ENST00000633965	PSAP	ENSG00000197746
10	havana	27123547	27154392	-	ENST00000491542	YME1L1	ENSG00000136758
10	havana	110871893	110887761	+	ENST00000467574	PDCD4	ENSG00000150593
10	ensembl_havana	110871928	110900006	+	ENST00000280154	PDCD4	ENSG00000150593
10	havana	110871955	110887844	+	ENST00000444997	PDCD4	ENSG00000150593
10	ensembl_havana	88935074	88952773	-	ENST00000224784	ACTA2	ENSG00000107796
10	ensembl_havana	73248849	73252644	-	ENST00000372945	MRPS16	ENSG00000182180
10	ensembl_havana	84139509	84153568	+	ENST00000372134	GHITM	ENSG00000165678
10	havana	17229278	17237593	+	ENST00000224237	VIM	ENSG00000026025
10	ensembl_havana	22316388	22320306	+	ENST00000376836	COMMD3	ENSG00000148444
10	ensembl_havana	103594027	103855576	-	ENST00000369774	SH3PXD2A	ENSG00000107957
10	havana	6096910	6110059	+	ENST00000418631	RBM17	ENSG00000134453
10	ensembl_havana	70815948	70881184	+	ENST00000373202	SGPL1	ENSG00000166224
10	ensembl_havana	95237572	95291003	-	ENST00000329399	PDLIM1	ENSG00000107438
10	ensembl_havana	78033760	78040716	+	ENST00000613865	RPS24	ENSG00000138326
10	havana	78033863	78040697	+	ENST00000360830	RPS24	ENSG00000138326
10	havana	78033863	78040697	+	ENST00000372360	RPS24	ENSG00000138326
10	havana	78033917	78040696	+	ENST00000482069	RPS24	ENSG00000138326
10	ensembl_havana	59788747	59906556	-	ENST00000263102	CCDC6	ENSG00000108091
10	ensembl_havana	8054688	8075198	+	ENST00000379328	GATA3	ENSG00000107485
10	ensembl_havana	69318847	69401882	+	ENST00000359426	HK1	ENSG00000156515
10	ensembl_havana	32900318	32958230	-	ENST00000302278	ITGB1	ENSG00000150093
10	havana	32900333	32958253	-	ENST00000678120	ITGB1	ENSG00000150093
10	ensembl_havana	75210796	75231448	+	ENST00000332211	VDAC2	ENSG00000165637
12	ensembl_havana	11649674	11895377	+	ENST00000396373	ETV6	ENSG00000139083
12	ensembl_havana	10699089	10723323	-	ENST00000228251	YBX3	ENSG00000060138
12	ensembl_havana	16347645	16364410	+	ENST00000396210	MGST1	ENSG00000008394
12	ensembl_havana	15882387	15903478	+	ENST00000419869	STRAP	ENSG00000023734
12	havana	46183063	46269043	-	ENST00000398637	SLC38A1	ENSG00000111371
12	havana	50112236	50120453	+	ENST00000550487	COX14	ENSG00000178449
12	ensembl_havana	46358188	46372773	-	ENST00000256689	SLC38A2	ENSG00000134294
12	ensembl_havana	31959415	31993107	+	ENST00000312561	RESF1	ENSG00000174718
12	ensembl_havana	57819927	57846729	-	ENST00000398073	CTDSP2	ENSG00000175215
12	ensembl_havana	54395261	54419266	-	ENST00000293379	ITGA5	ENSG00000161638
12	ensembl_havana	49741557	49764934	+	ENST00000267115	TMBIM6	ENSG00000139644
12	havana	49752964	49764723	+	ENST00000547798	TMBIM6	ENSG00000139644
12	havana	92143125	92144695	-	ENST00000673901	BTG1	ENSG00000133639
12	ensembl_havana	69239616	69269939	+	ENST00000266679	CPSF6	ENSG00000111605
12	ensembl_havana	69348381	69354234	+	ENST00000261267	LYZ	ENSG00000090382
12	havana	69348386	69350506	+	ENST00000548839	LYZ	ENSG00000090382
12	ensembl_havana	69585459	69601570	+	ENST00000299300	CCT2	ENSG00000166226
12	havana	71770536	71785919	+	ENST00000358546	RAB21	ENSG00000080371
12	ensembl_havana	51238826	51243933	+	ENST00000412716	DAZAP2	ENSG00000183283
12	ensembl_havana	106237881	106248020	-	ENST00000378026	CKAP4	ENSG00000136026
12	ensembl_havana	122752824	122771064	+	ENST00000280557	DENR	ENSG00000139726
12	ensembl_havana	96000753	96035587	-	ENST00000228740	LTA4H	ENSG00000111144
12	havana	93378550	93402301	+	ENST00000549992	NUDT4	ENSG00000173598
12	ensembl_havana	57128483	57213361	+	ENST00000243077	LRP1	ENSG00000123384
12	ensembl_havana	101393116	101407772	-	ENST00000261636	ARL1	ENSG00000120805
12	ensembl_havana	26335352	26833194	-	ENST00000381340	ITPR2	ENSG00000123104
12	ensembl_havana	118136124	118145584	+	ENST00000261313	PEBP1	ENSG00000089220
12	ensembl_havana	1691070	1788674	+	ENST00000357103	ADIPOR2	ENSG00000006831
12	ensembl_havana	8940361	8949645	-	ENST00000000412	M6PR	ENSG00000003056
12	ensembl_havana	57488068	57516652	+	ENST00000262027	MARS1	ENSG00000166986
12	ensembl_havana	57522824	57530148	+	ENST00000355673	MBD6	ENSG00000166987
12	ensembl_havana	57747727	57752310	-	ENST00000257904	CDK4	ENSG00000135446
12	ensembl_havana	9067708	9115919	-	ENST00000318602	A2M	ENSG00000175899
12	ensembl_havana	7080219	7092445	-	ENST00000647956	C1R	ENSG00000159403
12	havana	7089655	7092493	-	ENST00000540242	C1R	ENSG00000159403
